proc_keys,product_name
29700001414-idahoanbutteryhomestyle®mashedpotatoes4ozpouch,"Idahoan Buttery Homestyle® Mashed Potatoes, 4 oz Pouch"
78742352961-greatvaluevegetableoil48floz,"Great Value Vegetable Oil, 48 fl oz"
76808280081-barilla®classicblueboxspaghettipasta16oz,"Barilla® Classic Blue Box Spaghetti Pasta, 16 oz"
70662096338-nissinbowlnoodleshotandspicybeefflavorenrichedflourramennoodlesoup328ounce,"Nissin Bowl Noodles Hot and Spicy Beef Flavor Enriched Flour Ramen Noodle Soup, 3.28 Ounce"
28000517809-lalacherasweetenedcondensedmilk14ozpackof24,"La Lachera Sweetened Condensed Milk, 14 OZ (Pack of 24)"
76397001289-lacostenagreenpickledjalapenopeppers26ozpackof12,"La Costena Green Pickled Jalapeno Peppers, 26 OZ (Pack of 12)"
28000517205-nestlecreamlite76ozpackof24,"Nestle, Cream Lite, 7.6 Oz, (Pack Of 24)"
37000716501-fixodentcompleteoriginaldentureadhesivecream24oz3pack,"Fixodent Complete Original Denture Adhesive Cream, 2.4 oz, 3 PACK"
37000716501-fixodentcompleteoriginaldentureadhesivecream24oz3pack,"Fixodent Complete Original Denture Adhesive Cream, 2.4 oz, 3 Pack"
29243000028-lamodernapastafideo7ozpackof20,"La Moderna, Pasta Fideo, 7 Oz, (Pack Of 20)"
29700001414-idahoanmashedpotatoesbutteryhomestyle4ouncepackagepackof12,Idahoan Mashed Potatoes Buttery Homestyle 4-Ounce Package (Pack of 12)
27000390146-huntstomatoesauce15oz24pack,Hunts Tomatoe Sauce 15 oz. 24 pack
46500733321-scjohnson73332linglade8ozairfreshenercleanlinenscentpackof12,SC Johnson 73332 LIN Glade 8oz Air Freshener - Clean Linen Scent pack of 12
51000024312-swanson chickenbroth145ozcan,"Swanson Chicken Broth, 14.5 oz. Can"
37000716501-fixodentcompleteoriginaldentureadhesivecream24floz3pk,"Fixodent Complete Original Denture Adhesive Cream (2.4 fl. oz., 3 pk.)"
37297914475-masecainstantcornmasamix44lbs,Maseca Instant Corn Masa Mix (4.4 lbs.)
44600015934-cloroxdisinfectingwipesfreshscent35count,"Clorox Disinfecting Wipes, Fresh Scent, 35 Count"
44600015934-cloroxdisinfectingwipesfreshscent35count,"Clorox Disinfecting Wipes, Fresh Scent, 35 Count"
16000275638-totalcerealwithwholegrainflakes16oz,"Total, Cereal, with Whole Grain Flakes, 16 oz"
44000032197-nabiscochipsahoyoriginalchocolatechipcookies13oz,"Nabisco Chips Ahoy! Original Chocolate Chip Cookies, 13 Oz."
44000034207-belvitasoftbakedbananabreadbreakfastbiscuits88oz,"belVita Soft Baked Banana Bread Breakfast Biscuits, 8.8 Oz."
52100096902-mccormickclassicaujusgravymixseasoningpacket1oz,"McCormick Classic Au Jus Gravy Mix Seasoning Packet, 1 oz"
51500255162-jifcreamypeanutbutter16ounce,"Jif Creamy Peanut Butter, 16-Ounce"
41000003622-liptonrecipesecretsonionflavorsoupanddipmix2oz2count,"Lipton Recipe Secrets Onion Flavor Soup and Dip Mix, 2 oz 2 Count"
78742369457-greatvaluefrenchstylegreenbeans145oz,"Great Value French Style Green Beans, 14.5 Oz"
39400018100-bushsbestpintobeans16oz,"Bushs Best Pinto Beans, 16 oz"
28400641326-doritoscoolranchflavoredtortillachips975oz,"Doritos Cool Ranch Flavored Tortilla Chips, 9.75 Oz."
33200011101-armhammerpurebakingsoda1lb,"Arm & Hammer Pure Baking Soda, 1 lb"
28400589895-cheetoscrunchyflaminhotcheeseflavoredsnacks85ozbag,"Cheetos Crunchy Flamin' Hot Cheese Flavored Snacks, 8.5 oz Bag"
28400147408-sunchipswholegrainsnacksgardensalsa7oz,"SunChips Whole Grain Snacks, Garden Salsa, 7 Oz"
16571910327-talkingrainbeverage9335019eaugazifielafraisekiwiice17oz,Talking Rain Beverage 9335019 Eau gaz-ifi-e - la fraise Kiwi Ice 17 oz
12000809965-mtndewcitrussoda1212flozcans,Mtn Dew Citrus Soda 12-12 fl. oz. Cans
38000138416-pringlesoriginalpotatocrisps52oz,"Pringles Original Potato Crisps, 5.2 oz"
12000809941-pepsi®cola1212flozcans,Pepsi® Cola 12-12 fl. oz. Cans
37600138727-spam®classic12oz,SPAM® Classic 12 oz.
52000208443-gatorade®g®seriesperformcoolbluesportsdrink820flozbottles,Gatorade® G® Series Perform Cool Blue Sports Drink 8-20 fl. oz. Bottles
28400083140-tostitosscoopspartysizetortillachips145oz,"Tostitos Scoops! Party Size Tortilla Chips, 14.5 Oz."
25500005188-folgersclassicroastgroundcoffee51oz,Folgers Classic Roast Ground Coffee (51 oz.)
52000338751-gatorade®fruitpunchthirstquencher32flozplasticbottle,Gatorade® Fruit Punch Thirst Quencher 32 fl. oz. Plastic Bottle
